,Unnamed: 0,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL,NER,gender,scores,sentiment_score,overall_sentiment
111,111,Adhinayak Kaparwan,@adhinayak_,2023-01-04T07:54:33.000Z,"leader kaparwan
@Adhinayak_
,
4 Jan","In class 12th, my friend would see the board and say why not call it Joshi-bio, we would both laugh and move on. Nowadays, when I am reading these news, I feel bad that how the whole city can be destroyed, but it is happening, the government should pay attention to it. You will be able to roam only then you will save Uttarakhand.#Joshimath
Ramesh Bhatt
@Rameshbhimtal
,
Jan 3
Nationwide protest over removal of illegal encroachment in Haldwani.

Silence on saving the legendary city of #Joshimath.

If Uttarakhandis can trend Haldwani then why can't #SaveJoshimath trend?

Now everything is in your hands. Can't stop till #SaveJoshimath trends.
#savejoshimath
1
2
80",,,1.0,2,"['https://pbs.twimg.com/profile_images/1044048249764679680/OC3NM5lW_mini.jpg', 'https://pbs.twimg.com/media/Fljddu_aUAEjylz?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Fljddu9aAAABeFb?format=jpg&name=small']",https://twitter.com/adhinayak_/status/1610545200983838720,PERSON,male,"{'neg': 0.11, 'neu': 0.799, 'pos': 0.091, 'compound': -0.3222}",-0.3222,neg
116,116,Prem Tripathi,@PremTripathii,2023-01-04T05:23:25.000Z,"Prem Tripathi
@PremTripathii
·
4 Jan","Something needs to be done urgently for #Joshimath
@narendramodi
@PMOIndia_RC
 @rashtrapatibhvn
@pushkardhami
 Yes. Please do something soon on the trouble at the winter ""home"" of Lord Badrinath...
amarujala.com
Joshimath: All-round threat to people due to landslides... After cracks in houses and fields, now HT line...
Due to the landslide happening in Joshimath area of ​​Uttarakhand, all-round danger has arisen for the people. Cracks in houses and fields
117",,,,,['https://pbs.twimg.com/card_img/1615582080355958785/dt_cmYTT?format=jpg&name=small'],https://twitter.com/PremTripathii/status/1610507168201183233,PERSON,male,"{'neg': 0.123, 'neu': 0.813, 'pos': 0.065, 'compound': -0.6705}",-0.6705,neg
118,118,Sanjeev Kotnala,@S_kotnala,2023-01-04T05:18:35.000Z,"Sanjeev Kotnala
@S_kotnala
·
4 Jan","The situation is grim. People and Govt need to act
, #Uttarakhand #Joshimath #crack
atul sati
@atulsati1
,
Jan 3
This source of water suddenly burst out in Marwari below Joshimath last night. Muddy water is continuously flowing from here. People suspect that it is NTPC tunnel water.
Cracks have appeared in many new areas last night. The road in the main market has cracked. Post office

https://m.facebook.com/story.php?story_fbid=pfbid0oy73jRsHcXvwbWgDyzwbhkmyNA1snc3mtA87hMetDdMFHiwDLy17vxZe26bnxDx2l&id=100002036746060&mibextid=Nif5oz…
Show this thread
1
1
193",,,1.0,1,['https://pbs.twimg.com/profile_images/1470749588369784833/9hcp9KNK_mini.jpg'],https://twitter.com/S_kotnala/status/1610505951806881794,PERSON,male,"{'neg': 0.081, 'neu': 0.919, 'pos': 0.0, 'compound': -0.7096}",-0.7096,neg
119,119,Dr MOHIT BAGWARI,@MohitBagwari,2023-01-04T05:04:06.000Z,"around me
@mahtabjour
·
4 Jean","@rashtrapatibhvn
 @PMOIndia
 
 Life in Joshimath, Uttarakhand is in danger. Please be kind to help the people of Joshimath as soon as possible. #joshimath
1
1
70",,,1.0,1,[],https://twitter.com/MohitBagwari/status/1610502306340175872,PERSON,male,"{'neg': 0.107, 'neu': 0.629, 'pos': 0.264, 'compound': 0.6124}",0.6124,pos
120,120,Amit Rawat,@rawatamituk,2023-01-04T05:01:22.000Z,"Amit Rawat
@rawatamituk
·
4 Jan","#Joshimath collapse is a man made #disaster.
TV9 Bharatvarsh
@TV9Bharatvarsh
,
Jan 4
Cracks on many houses in Joshimath, Uttarakhand
#UttarakhandNews | #Joshimath | @karunashankar
1
70",,,,1,"['https://pbs.twimg.com/profile_images/1478936215743201280/VD8J23b4_mini.jpg', 'https://pbs.twimg.com/amplify_video_thumb/1610474322610782208/img/67KsH7PThGMLbvjg.jpg']",https://twitter.com/rawatamituk/status/1610501620655349760,PERSON,male,"{'neg': 0.138, 'neu': 0.862, 'pos': 0.0, 'compound': -0.4939}",-0.4939,neg
124,124,Dr. Mukesh Bora,@drmukeshbora,2023-01-04T02:37:56.000Z,"Dr. Mukesh Bora
@drmukeshbora
·
4 Jan","The debate of development versus culture in Uttarakhand is quite old. This has been happening since the time of Tehri Dam. This is happening recently in Joshimath. We have to see, we have to think….who are being sacrificed in the name of so called development.
#SaveJoshimath
#Joshimath #Uttarakhand
LP Pants
@pantlp
,
Jan 3
Joshimath is cracking up. is breaking is slipping It is unfortunate that no one is listening to the noise of the pain of this historic city being ruined. Neither government…nor politics..Padma Shri of environment is also silent…twitter.com/atulsati1/stat…
1
2
317",,,1.0,2,['https://pbs.twimg.com/profile_images/1532011067085189120/cZRpIuBq_mini.jpg'],https://twitter.com/drmukeshbora/status/1610465523338457089,PERSON,male,"{'neg': 0.119, 'neu': 0.881, 'pos': 0.0, 'compound': -0.891}",-0.891,neg
129,129,Sadiq Ansari™,@sadiqshaz,2023-01-05T20:07:36.000Z,"Sadiq Ansari™
@sadiqshaz
·
6 Jan","All the Aimma Hazrat and responsible Hazrat of #Haldwani (Banbhulpura) are requested to make a joint prayer in the name of Islam and humanity to offer Namaz-e-Zuma after today to get rid of the trouble in “Joshimath” area of ​​our state Uttarakhand.
#joshimath
2
190",,,,2,[],https://twitter.com/sadiqshaz/status/1611092070462283781,PERSON,male,"{'neg': 0.059, 'neu': 0.891, 'pos': 0.05, 'compound': -0.1027}",-0.1027,neg
131,131,Dr. Vandana Shiva,@drvandanashiva,2023-01-05T20:04:42.000Z,"Dr. Vandana Shiva
@DarvandNashiva
,
6 Jan","Uncontrolled building of hydro power projects in fragile Himalaya contributed to 2013 Kedarnath disaster & 2021 Rishi Ganga disaster 
https://fairobserver.com/region/central_south_asia/uttarakhand-disaster-wake-call/…
https://transcend.org/tms/2021/02/cry-of-the-himalaya-4-decades-of-disasters-4-decades-of-warning/…
Sinking of #Joshimath has led to stopping work on the Tapovan Vishnugarh hydropower project.
The Hindu
@the_hindu
·
5 Jan
With residents of the #Joshimath reporting an increase in landslides and hundreds of houses developing cracks, the district administration has issued orders to stop work on the NTPC Tapovan Vishnugad hydropower project and all other construction activity.
https://trib.al/IeFc3MZ
15
52
5,202",,,15.0,52,['https://pbs.twimg.com/profile_images/1061900452311121920/jo7qrMTA_mini.jpg'],https://twitter.com/drvandanashiva/status/1611091339638104101,PERSON,male,"{'neg': 0.157, 'neu': 0.817, 'pos': 0.026, 'compound': -0.8934}",-0.8934,neg
134,134,Ashish Dua,@ashishdua_INC,2023-01-05T19:52:10.000Z,"Ashish Dua
@ashishdua_is
,
6 Jan","Rampant exploitation of nature with complete bulldozing of the Environmental Assessment by the double Engine has damaged picturesque #Uttarakhand with such a scary picture emerging from #Joshimath...
Anoop Nautiyal
@Anoopnautiyal1
·
5 Jan
5 decisions by authorities in wake of #Joshimath crisis:

1. Construction of BRO Helang Bypsas stops till further orders
2. Construction of NTPC Tapovan Vishnugad Hydropower project stops till further orders
3. Construction works stop in Joshimath Nagar Palika till further orders
Show this thread
2
3
452",,,2.0,3,"['https://pbs.twimg.com/profile_images/1540664845300748289/yXwtYaah_mini.jpg', 'https://pbs.twimg.com/media/Flt4CedaUAEA9UZ?format=jpg&name=small']",https://twitter.com/ashishdua_INC/status/1611088184229650438,PERSON,male,"{'neg': 0.181, 'neu': 0.789, 'pos': 0.03, 'compound': -0.9001}",-0.9001,neg
138,138,Manjul Panwar| JNU Nationalist|,@MYPanwar13,2023-01-05T19:03:55.000Z,"Manjul Panwar| JNU Nationalist.
@maypanwar13
,
6 Jan","Two places of Uttarakhand.
1. Joshimath 2. Haldwani

1. People of Joshimath are loosing their houses due to land subsidence bcz of various projects.

2. Illegal land encroachers have grabbed land in Haldwani for generations.

Unfortunate that people aren't concerned 4 #joshimath!
15
25
2,699",,,15.0,25,[],https://twitter.com/MYPanwar13/status/1611076041723764736,PERSON,male,"{'neg': 0.141, 'neu': 0.859, 'pos': 0.0, 'compound': -0.784}",-0.784,neg
139,139,Salil Dobhal PANDAVAAS,@SalilDobhal,2023-01-05T19:02:52.000Z,"Salil Doval Pandwas
@salildobhal
,
6 Jan","#joshimathsinking #joshimathsinking #joshimathlandslide #joshimath
1
1
4
923",,1.0,1.0,4,['https://pbs.twimg.com/media/Fluw34EXoAAWOow?format=jpg&name=small'],https://twitter.com/SalilDobhal/status/1611075777470291970,PERSON,male,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
141,141,Rahul Yadav,@rahul26692,2023-01-05T18:57:54.000Z,"Gone is added
@rahlats
·
i jean","#Joshimath #JoshimathIsSinking
Meenakshi Kandwal Meenakshi Kandwal
@MinakshiKandwal
,
Jan 5
It was night in Joshimath while reaching…. And in this night that page of pain opened that the words got over… Is there anyone who will listen to this Baba… The house was repaired with his retirement fund and then it got disintegrated. Full video on my YT and FB page.

#joshimathsinking #groundreport
Show this thread
1
75",,,,1,"['https://pbs.twimg.com/profile_images/1557046243557199872/puuKO0SV_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1611042985340456960/pu/img/aTZbb4ZxQVMVaapp.jpg']",https://twitter.com/rahul26692/status/1611074528922472449,PERSON,male,"{'neg': 0.049, 'neu': 0.951, 'pos': 0.0, 'compound': -0.5106}",-0.5106,neg
143,143,Avinash Singh,@itheSingh,2023-01-05T18:14:56.000Z,"Avinash Singh
@itheSingh
·
5 Jan","This is so sad. Prayers with people of #Joshimath
Meenakshi Kandwal Meenakshi Kandwal
@MinakshiKandwal
,
Jan 5
It was night in Joshimath while reaching…. And in this night that page of pain opened that the words got over… Is there anyone who will listen to this Baba… The house was repaired with his retirement fund and then it got disintegrated. Full video on my YT and FB page.

#joshimathsinking #groundreport
Show this thread
9
27
4,308",,,9.0,27,"['https://pbs.twimg.com/profile_images/1557046243557199872/puuKO0SV_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1611042985340456960/pu/img/aTZbb4ZxQVMVaapp.jpg']",https://twitter.com/itheSingh/status/1611063713410453505,PERSON,male,"{'neg': 0.093, 'neu': 0.907, 'pos': 0.0, 'compound': -0.8069}",-0.8069,neg
145,145,ZEE HINDUSTAN,@ZeeHindustan_,2023-01-05T18:12:15.000Z,"ZEE HINDUSTAN
@ZeeHindustan_
·
5 Jan","Land subsidence in Joshimath of Uttrakhand, cracks in more than 500 houses

#joshimath #uttarakhand
2:49
217 views
3
3
414",,,3.0,3,['https://pbs.twimg.com/amplify_video_thumb/1611060522845339648/img/crPI-zV8c9coDvOX.jpg'],https://twitter.com/ZeeHindustan_/status/1611063039327076352,PERSON,male,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
147,147,Ganesh Godiyal,@UKGaneshGodiyal,2023-01-05T18:07:43.000Z,"Ganesh Godial
@ukganeshgodial
,
5 Jan","The aim of the majority that BJP has got in the state is only to run and rule the government, the government is sleeping peacefully without caring about the interests of the people!
@pushkardhami
 

#joshimath
#JoshimathIsSinking
19
34
123
8,253",,19.0,34.0,123,['https://pbs.twimg.com/ext_tw_video_thumb/1611061796558995459/pu/img/h6KkvV2Mk89fD436.jpg'],https://twitter.com/UKGaneshGodiyal/status/1611061897910157312,PERSON,male,"{'neg': 0.058, 'neu': 0.816, 'pos': 0.126, 'compound': 0.4703}",0.4703,pos
148,148,Amit Rawat,@rawatamituk,2023-01-05T18:06:01.000Z,"Amit Rawat
@rawatamituk
·
5 Jan","#Uttarakhand Government should expedite in shifting of #Joshimath people to safer places. Any delay will result severe consequences. #SaveJoshimath #chardham #jaibadrivishal
ANI
@ANI
·
5 Jan
Earthquake tremors felt in Delhi and adjacent areas.
Show this thread
1
172",,,1.0,,"['https://pbs.twimg.com/profile_images/1497864299/ani_mic_logo_mini.jpg', 'https://pbs.twimg.com/media/FltzTlnakAASVXD?format=jpg&name=small']",https://twitter.com/rawatamituk/status/1611061469294252032,PERSON,male,"{'neg': 0.12, 'neu': 0.811, 'pos': 0.069, 'compound': -0.2732}",-0.2732,neg
149,149,The Hindu,@the_hindu,2023-01-05T17:30:08.000Z,"The Hindu
@the_hindu
·
5 Jan","With residents of the #Joshimath reporting an increase in landslides and hundreds of houses developing cracks, the district administration has issued orders to stop work on the NTPC Tapovan Vishnugad hydropower project and all other construction activity.
thehindu.com
Joshimath sinking | People panic, projects stopped
Residents under the banner of Joshimath Bachao Sangharsh Samiti stage protest; NTPC and Hindustan Construction Company told to set up 2,000 pre-fabricated buildings to act as shelters for families
4
24
38
17.8K",,4.0,24.0,38,['https://pbs.twimg.com/card_img/1613589995482222611/9OGcV_BL?format=jpg&name=small'],https://twitter.com/the_hindu/status/1611052439838330901,PERSON,male,"{'neg': 0.114, 'neu': 0.859, 'pos': 0.028, 'compound': -0.7269}",-0.7269,neg
150,150,ANUPAM SINGH (Anupam Singh),@SinghAnupamVNS,2023-01-05T17:28:26.000Z,"ANUPAM SINGH (Anupam Singh)
@SinghAnupamVNS
,
Jan 5","Joshimath town of Chamoli district of Uttarakhand state is now taking its last breath, don't know how many houses will be saved tomorrow. Clouds of trouble are hovering over Joshimath. Perhaps like old Tehri Nagar, we will be able to see it only in books.
  #Joshimath #SaveJoshimath
@pushkardhami
 @PMOIndia
Jitender Bhardwaj
@journo_jitendra
,
Jan 5
They don't want a job. No crime has been committed either. We are getting proper bread for two times. He has held the torch because #Joshimath is sinking. Their house can get buried in the ground at any time. For the government to listen and do something, the people of #Joshimath have come out on the streets. #SaveJoshimath
91",,,,,"['https://pbs.twimg.com/profile_images/1410598487033401349/JhMCOUw8_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1611037101780533250/pu/img/Zid_Fbljr7kC4zl2.jpg']",https://twitter.com/SinghAnupamVNS/status/1611052012925485056,PERSON,male,"{'neg': 0.061, 'neu': 0.862, 'pos': 0.077, 'compound': 0.2182}",0.2182,pos
153,153,Divyanshu,@Inndiannn,2023-01-05T17:24:57.000Z,"divyanshu
@indiayantra
,
5 Jan","The situation in #Joshimath is threatening. Please pray for #Joshimath 

#JoshimathIsSinking
1
1
3
402",🙏,1.0,1.0,3,[],https://twitter.com/Inndiannn/status/1611051135611310081,PERSON,male,"{'neg': 0.2, 'neu': 0.529, 'pos': 0.271, 'compound': 0.0516}",0.0516,pos
154,154,Amar Ujala Dehradun,@AU_DehradunNews,2023-01-05T16:52:11.000Z,"Amar Ujla Dehradun
@aa_dehradunnews
·
5 John","District Magistrate Himanshu Khurana has sent a detailed report of the Joshimath landslide to the chief minister's secretary. The DM said that a total of 561 buildings in the city have developed cracks.
https://amarujala.com/photo-gallery/dehradun/joshimath-sinking-dm-sent-detailed-report-cm-dhami-secretary-told-cracks-in-561-buildings…
#joshimath #joshimathsinking #uttarakhandnews
amarujala.com
Joshimath Sinking: DM sent detailed report to CM's secretary, cracks in 561 buildings, two...
District Magistrate Himanshu Khurana has sent a detailed report of the Joshimath landslide to the chief minister's secretary. DM told that
1
229",,,1.0,,['https://pbs.twimg.com/card_img/1613591098043297792/utW4dQkp?format=jpg&name=small'],https://twitter.com/AU_DehradunNews/status/1611042889920020480,PERSON,male,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
158,158,Shailendra Singh,@Shailen43642467,2023-01-05T16:47:16.000Z,"Shailendra Singh
@shaileen43642467
,
5 Jan","#HaldwaniEncroachment
#joshimath
God has considered Bhoomi as his father's fiefdom, will you do anything? First Tehri Dam displaced people, now Haldwani and Joshimath are under threat.
210",,,,,[],https://twitter.com/Shailen43642467/status/1611041652218662914,PERSON,male,"{'neg': 0.111, 'neu': 0.82, 'pos': 0.069, 'compound': -0.3182}",-0.3182,neg
163,163,Jitender Bhardwaj,@journo_jitendra,2023-01-05T16:29:24.000Z,"Jitender Bharadwaj
@Joureno_Jitendra
·
5 information","They don't want a job. No crime has been committed either. We are getting proper bread for two times. He has held the torch because #Joshimath is sinking. Their house can get buried in the ground at any time. For the government to listen and do something, the people of #Joshimath have come out on the streets. #SaveJoshimath
2
31
97
10.4K",,2.0,31.0,97,['https://pbs.twimg.com/ext_tw_video_thumb/1611037101780533250/pu/img/Zid_Fbljr7kC4zl2.jpg'],https://twitter.com/journo_jitendra/status/1611037158667882500,PERSON,male,"{'neg': 0.073, 'neu': 0.865, 'pos': 0.062, 'compound': -0.1862}",-0.1862,neg
165,165,Avinashi Kumar,@AvinashiKumarG,2023-01-05T16:29:18.000Z,"Avinashi Kumar
@AvinashiKumarG
,
Jan 5","Do not leave any corner, make houses, buildings, hotels everywhere, destroy every part of nature, kill greenery, trees, forests, animals, rivers
#joshimath
1
9
27
801",,1.0,9.0,27,[],https://twitter.com/AvinashiKumarG/status/1611037129978818561,PERSON,male,"{'neg': 0.27, 'neu': 0.692, 'pos': 0.038, 'compound': -0.8423}",-0.8423,neg
170,170,Himanshu Purohit,@Himansh256370,2023-01-05T16:21:10.000Z,"Himanshu Purohit
@Himansh256370
·
5 Jan","#SaveJoshimath #Joshimath #joshimathsinking
Sandeep Panwar
@tweet_sandeep
,
Jan 5
Due to the Bhudhasaav taking place in Joshimath, orders were issued to NTPC and HCC companies to prepare 2000 pre-fabricated buildings.

#SaveJoshimath
1
350",,,,1,"['https://pbs.twimg.com/profile_images/1363909024723263489/K0DWMOAP_mini.jpg', 'https://pbs.twimg.com/media/Flt9ggWaEAEDStb?format=jpg&name=small']",https://twitter.com/Himansh256370/status/1611035084177694720,PERSON,male,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
171,171,Smart Kunwar Bipin Chauhan,@bipinchauhan,2023-01-05T16:08:49.000Z,"Smart Kunwar Bipin Chauhan
@bipinchauhan
,
Jan 5","#Haldwani The action is completely in line with the national objective. Get the railway land vacated immediately. Otherwise leave #Joshimath, entire #Uttarakhand/#Uttrakhand will get damaged due to divine wrath/landslide. #news #India #IncredibleIndia #facts #NeverForget #UPDATE #Verified #BREAKING #BreakingNews
,
@From_Mars_7
,
Jan 5
Two cities, two extremely worrying news which are directly impacting survival of citizens.

Sinking #Joshimath Rampant hydro development triggered this crisis

#Haldwani case.whatever be the case,people & infra has to be dealt humanely
unfortunately both are in same state. #Uttarakhand
1
3
2
136",,1.0,3.0,2,['https://pbs.twimg.com/profile_images/1410406356301991941/L8KGvz7X_mini.jpg'],https://twitter.com/bipinchauhan/status/1611031978211672069,PERSON,male,"{'neg': 0.153, 'neu': 0.807, 'pos': 0.039, 'compound': -0.858}",-0.858,neg
